name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
LABORATORIO CLINICO HORMIGUEROS,LUIS MUNOZ MARIN AVENUE # 3,HORMIGUEROS,PR,00660,7878499485,40D0658103,REFERENCE,independent,16600,0
LABORATORIO CLINICO CIMA IV,AVE PADRE RIVERA NUM 23,HUMACAO,PR,00791,7878522410,40D0658112,REFERENCE,independent,7405,0
LABORATORIO CLINICO ROXEL INC,104 EAST FONT MARTELLO STREET,HUMACAO,PR,00791,7878522680,40D0658113,REFERENCE,independent,50747,0
LABORATORIO CLINICO-PATOLOGICO SEVILLA,MUNOZ MARIN #100 AVE ESQUINA CASILLAS,HUMACAO,PR,00791,7878505190,40D0658114,REFERENCE,independent,39029,0
"LABORATORIO CARDONA LAMELA, INC",CALLE SAN ANTONIO 94A,ISABELA,PR,00662,7878722175,40D0658115,REFERENCE,independent,87828,0
LABORATORIO CLINICO SAN RAFAEL 2000,113 EMILIO GONZALEZ ST,ISABELA,PR,00662,7878724330,40D0658116,REFERENCE,independent,11324,0
LABORATORIO CLINICO PORTAL DEL SOL,CALLE JUAN HERNANDEZ NUM 7,ISABELA,PR,00662,7878723480,40D0658117,REFERENCE,independent,12308,0
LABORATORIO CLINICO IRIZARRY GUASCH,CALLE COMERCIO 116,JUANA DIAZ,PR,00795,7872603853,40D0658119,REFERENCE,independent,23021,0
"LABORATORIO MEDICO  E INDUSTRIAL DEL SUR, CORP",CALLE MUNOZ RIVERA # 64,JUANA DIAZ,PR,00795,7878373175,40D0658120,REFERENCE,independent,8618,0
LABORATORIO CLINICO UNIVERSAL,CALLE MUNOZ RIVERA 56 SUITE 1,JUNCOS,PR,00777,7877345188,40D0658123,REFERENCE,independent,41896,0
LABORATORIO CLINICO RODRIGUEZ,CALLE JOSE C BARBOSA NUM 100,LAS PIEDRAS,PR,00771,7877331404,40D0658125,REFERENCE,independent,73495,0
LABORATORIO CLINICO SERVI-LAB,CARR 193 KM 1-0 PLAYA AZUL G-2,LUQUILLO,PR,00773,7878895730,40D0658126,REFERENCE,independent,11182,0
LABORATORIO CLINICO SAN JOSE,"URBANIZACION SAN SALVADOR, MARGINAL A-7",MANATI,PR,00674,7878542277,40D0658131,REFERENCE,independent,54794,0
LABORATORIO CLINICO COLON,CALLE ANTONIO R BARCELO #21,MAUNABO,PR,00707,7878610100,40D0658133,REFERENCE,independent,84511,0
LABORATORIO CLINICO IRIZARRY GUASCH,"CALLE PERAL , EDIFICIO LA PALMA, OFICINA 1-F",MAYAGUEZ,PR,00680,7872654961,40D0658138,REFERENCE,independent,7500,0
LABORATORIO CLINICO GAUDIER,DE DIEGO #3 ESTE,MAYAGUEZ,PR,00680,7878320348,40D0658143,REFERENCE,independent,40795,0
LABORATORIO CLINICO MEDINA,CALLE JUAN R GARZOT,NAGUABO,PR,00718,8098742802,40D0658154,REFERENCE,independent,20303,0
LAB CLINICO CENTRAL DE LA MONTANA,CENTRO DE SALUD INTEGRAL EN NARANJITO CARR PR-164,NARANJITO,PR,00719,7878695900,40D0658157,REFERENCE,independent,190005,0
LABORATORIO CLINICO ISLA CENTRO - CEDRO ARRIBA,CARR 803 INTERS 152 BO CEDRO ARRIBA,NARANJITO,PR,00719,7878691111,40D0658158,REFERENCE,independent,14500,0
LABORATORIO CLINICO ISLA CENTRO - NARANJITO,"CALLE IGNACIO MORALES ACOSTA #43, PRIMER PISO",NARANJITO,PR,00719,7878699585,40D0658159,REFERENCE,independent,8834,0
LABORATORIO CLINICO ORTEGA,CALLE GEORGETTI  #64,NARANJITO,PR,00719,7878693265,40D0658160,REFERENCE,independent,16605,0
LABORATORIO CLINICO MERCADO,CALLE RAMOS ANTONINI #2,OROCOVIS,PR,00720,7878670980,40D0658161,REFERENCE,independent,13900,0
"PATH LAB ,INC",TORRE SAN CRISTOBAL SUITE 407-A,COTO LAUREL,PR,00780,7878487240,40D0658176,REFERENCE,independent,7539,0
"MED CENTRO, INC",1034 HOSTOS AVENUE,PONCE,PR,00716,7878439393,40D0658180,REFERENCE,other,133007,0
LABORATORIO CLINICO COSTA CARIBE,"CALLE MAYOR # 2610, SUITE 1",PONCE,PR,00717,7878432251,40D0658183,REFERENCE,independent,46704,0
"PONCE CLINICAL LABORATORY, INC",1128 MUNOZ RIVERA REPARTO UNIVERSIDAD,PONCE,PR,00731,7878480405,40D0658184,REFERENCE,independent,26316,0
LAB CLINICO SANTA MARIA,FERROCARRIL SUITE 103 STA MARIE BLDG,PONCE,PR,00731,7878444774,40D0658186,REFERENCE,independent,8950,0
PONCE CLINICAL LABORATORY INC,609 AVE TITO CASTRO STE 101,PONCE,PR,00716,7878414846,40D0658189,REFERENCE,independent,3500,0
LABORATORIO CLINICO SALIMAR,CALLE PALMER 12,SALINAS,PR,00751,7878242845,40D0658199,REFERENCE,independent,44877,0
LABORATORIO CLINICO SALINAS,59 BALDORIOTY ST,SALINAS,PR,00751,7878242957,40D0658200,REFERENCE,independent,47844,0
LABORATORIO CLINICO LAS ANTILLAS,EUGENIO SANCHEZ LOPEZ 7 SUR,SAN LORENZO,PR,00754,7877362636,40D0658205,REFERENCE,independent,102239,0
LABORATORIO CLINICO LICER,MUNOZ RIVERA NO 5,SAN LORENZO,PR,00754,7877362951,40D0658206,REFERENCE,independent,45970,0
LABORATORIO CLINICO LEBRON,"AVE EMERITO ESTRADA RIVERA, EDIFICIO SAN SEBASTIAN",SAN SEBASTIAN,PR,00685,7878967777,40D0658210,REFERENCE,independent,16025,0
LAB CLINICO BACTERIOLOGICO LORIMAR,21 SEVERO ARANA ST SUITE 1,SAN SEBASTIAN,PR,00685,7878963076,40D0658211,REFERENCE,independent,42390,0
LABORATORIO CLINICO MHC SAN SEBASTIAN,AVE EMERITO ESTRADA 424 CARR PR-111 KM 22,SAN SEBASTIAN,PR,00685,7878963161,40D0658213,REFERENCE,independent,12585,0
LABORATORIO CLINICO Y BACTERIOLOGICO SANTIAGO,83 DR CUETO SUITE 3,UTUADO,PR,00641,7878942838,40D0658221,REFERENCE,independent,93240,0
LABORATORIO CLINICO SANTA LUCIA,CALLE LUIZ MUNOZ RIVERA # 108,VIEQUES,PR,00765,7878633007,40D0658227,REFERENCE,independent,632725,0
LABORATORIO CLINICO DEL CARMEN,27 LUIS MUNOZ RIVERA,YAUCO,PR,00698,7878560215,40D0658233,REFERENCE,independent,46763,0
LABORATORIO CLINICO MAGDALENA,ASHFORD AVE 1452 OFICINA 309,SAN JUAN,PR,00907,7877255235,40D0658240,REFERENCE,independent,52814,0
ASHFORD MEDICAL LABORATORY,"#29 CALLE WASHINGTON, EDIF ASHFORD MEDICAL CENTER",SAN JUAN,PR,00907,7877246816,40D0658241,REFERENCE,independent,38800,0
LABORATORIO  DOCTOR CENTER MIRAMAR,AVE PONCE DE LEON 670,SANTURCE,PR,00907,7877228144,40D0658242,REFERENCE,independent,11943,0
LABORATORIO CLINICO METABOLICO,1507 CALLE PROFESOR AUGUSTO RODRIGUEZ,SANTURCE,PR,00909,7877232807,40D0658247,REFERENCE,independent,3120,0
LABORATORIO CLINICO BORINQUEN-OCEAN PARK,1954 CALLE MCLEARY,SANTURCE,PR,00911,7877285202,40D0658252,REFERENCE,independent,63820,0
HATO REY PATHOLOGY ASSOCIATES,"AVENIDA DOMENECH 300,302,304,306",HATO REY,PR,00918,7877657320,40D0658266,REFERENCE,other,107762,0
IMRL CLINICAL LAB,724 PONCE DE LEON AVE,HATO REY,PR,00919,7877674694,40D0658269,REFERENCE,independent,41400,0
LABORATORIO CLINICO MAYAGUEZ,"URB PEREZ MORRIS, CALLE MAYAGUEZ 142",SAN JUAN,PR,00917,7872740551,40D0658271,REFERENCE,independent,13692,0
LABORATORIO CLINICO BORINQUEN-CLINICA LAS AMERICAS,COND CLINICA LAS AMERICAS,HATO REY,PR,00917,7872500165,40D0658273,REFERENCE,independent,216210,0
LABORATORIO CLINICO EL MONTE INC,650 AVE MUNOZ RIVERA SUITE 103,HATO REY,PR,00918,7877640445,40D0658274,REFERENCE,independent,66053,0
LABORATORIO CLINICO HATO REY INC,714 AVENIDA PONCE DE LEON  OFICINA 102-B,SAN JUAN,PR,00918,7877510874,40D0658276,REFERENCE,independent,41907,0
LABORATORIO CLINICO COSTA CARIBE,AVE DE DIEGO 409,PUERTO NUEVO,PR,00920,7877830900,40D0658289,REFERENCE,independent,30914,0
LABORATORIO CLINICO BORINQUEN - LAS LOMAS,"BLQ,S-3 # 9 OFICINA 201 CARR 21 URB LAS LOMAS",SAN JUAN,PR,00921,7877816913,40D0658291,REFERENCE,independent,13051,0
LABORATORIO CLINICO ALMI,1332 SAN ALFONSO AVE URB ALTAMESA,RIO PIEDRAS,PR,00921,7877934242,40D0658293,REFERENCE,independent,9114,0
LABORATORIO CLINICO RISAN,AVE ROBERTO SANCHEZ VILELLA URB COUNTRY CLUB,CAROLINA,PR,00982,7877629466,40D0658298,REFERENCE,independent,45041,0
LAB CLINICO DOCTOR'S CENTER LABORATORY,274 CALLE PC 1 ESQ AVE EL COMANDANTE COUNTRY CLUB,CAROLINA,PR,00982,7877624200,40D0658299,REFERENCE,independent,165515,0
LABORATORIO DOCTOR CENTER 6,1055 BRUMBAUGH ST,RIO PIEDRAS,PR,00925,7877653735,40D0658300,REFERENCE,independent,8671,0
FIRST CLINICAL LAB,1007 MUNOZ RIVERA AVE DARLINGTON L13,RIO PIEDRAS,PR,00925,7877645073,40D0658303,REFERENCE,independent,30235,0
LABORATORIO CLINICO LA CUMBRE,264 AVE EMILIANO POL URB LA CUMBRE,SAN JUAN,PR,00926,7877207788,40D0658305,REFERENCE,independent,11000,0
LABORATORIO CLINICO SAGRADO CORAZON,SAN CLAUDIO 370  URB SAGRADO CORAZON,SAN JUAN,PR,00926,7877615193,40D0658307,REFERENCE,independent,5099,0
LABORATORIO CLINICO EL PARAISO,1648 PARANA EL CEREZAL,SAN JUAN,PR,00926,7877638573,40D0658309,REFERENCE,independent,12081,0
QUEST DIAGNOSTICS,214 LAS MARIAS AVE HYDE PARK,RIO PIEDRAS,PR,00927,7877517773,40D0658311,REFERENCE,independent,1172598,0
LABORATORIO CLINICO SAN ANTONIO,AVENIDA  EMERITO ESTRADA RIVERA #1486,SAN SEBASTIAN,PR,00685,7878961076,40D0662395,REFERENCE,independent,18692,0
LABORATORIO CLINICO COLON,MUNOZ RIVERA #34,YABUCOA,PR,00767,7878932595,40D0662624,REFERENCE,independent,36126,0
LABORATORICO CLINICO MICHELSAN,CALLE 45 SE 894 REPARTO METROPOLITANO,RIO PIEDRAS,PR,00921,0007517255,40D0663173,REFERENCE,independent,5364,0
LABORATORIO CLINICO LARACUENTE,CALLE MENDEZ VIGO #291,DORADO,PR,00646,7877961003,40D0663215,REFERENCE,independent,10760,0
LABORATORIO CLINICO TORRIVER,URB EL CEREZAL,RIO PIEDRAS,PR,00926,7877644970,40D0663493,REFERENCE,independent,13459,0
LABORATORIO CLINICO TOLEDO,DE DIEGO #32 BAJOS,ARECIBO,PR,00612,7878785985,40D0663833,REFERENCE,independent,9780,0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE,CALLE 16 V1 URB VILLA LOS SANTOS,ARECIBO,PR,00612,7878791609,40D0663834,REFERENCE,independent,7104,0
LABORATORIO CLINICO BARRETO ROMERO,#122 AVE FRANKLIN D ROOSEVELT,HATILLO,PR,00659,7878982600,40D0666079,REFERENCE,independent,3964,0
LABORATORIO CLINICO RIOS,13 MENDEZ LICIAGA ST BOX 528,SAN SEBASTIAN,PR,00685,7878962329,40D0666305,REFERENCE,independent,19600,0
LABORATORIO CLINICO CENTRO 4,CARR 876 LOCAL 869,TRUJILLO ALTO,PR,00976,7877555180,40D0666513,REFERENCE,independent,16908,0
IMRL CLINICAL LAB,CALLE DOMINGO CACERES #11E,CAROLINA,PR,00985,7877628111,40D0666528,REFERENCE,independent,36000,0
LABORATORIO CLINICO DOMINGUITO,"CARR 635 KM 2, HM 4,  BO DOMINGUITO",ARECIBO,PR,00612,7878785324,40D0666529,REFERENCE,independent,6181,0
LABORATORIO CLINICO LOPEZ 2,CALLE CARRION MADURO #54 SUR,CAYEY,PR,00737,7877389595,40D0666606,REFERENCE,independent,1569,0
LAB CLINICO Y PATOLOGICO JOSE DE DIEGO,27 AVE SEVERIANO CUEVAS,AGUADILLA,PR,00603,7878916350,40D0666607,REFERENCE,independent,115922,0
LAB CLINICO SANTA ISABEL,38 MUNOZ RIVERA,SANTA ISABEL,PR,00757,7878456315,40D0666939,REFERENCE,independent,1928,0
"LAB CLINICO BACTERIOLOGICO LARES,INC",CALLE SAN JOSE #2,LARES,PR,00669,7878972625,40D0666940,REFERENCE,independent,6594,0
LABORATORIO CLINICO-MEDICO CAROLINA,AVE FRAGOSO 3FS #6 VILLA FONTANA,CAROLINA,PR,00983,7877502779,40D0667080,REFERENCE,independent,42136,0
LABORATORIO CLINICO IRIZARRY GUASCH,"99 CENTRAL, CARR 14 BO COTO LAUREL",COTO LAUREL,PR,00780,7878445788,40D0667128,REFERENCE,independent,11868,0
LABORATORIO CLINICO MEDI-SERV,"CARR #2, INT CARR # 638, BO DOMINGO RUIZ",ARECIBO,PR,00612,7878812700,40D0667258,REFERENCE,independent,20460,0
LABORATORIO CLINICO NEGRON,BOX 429 CALLE RODRIGUEZ SERRA 16,SABANA GRANDE,PR,00637,7878734710,40D0667290,REFERENCE,independent,46740,0
LABORATORIO CLINICO GRISELLE,CALLE 1 D 2 URB VILLA MARIA,MANATI,PR,00674,7878543202,40D0667291,REFERENCE,independent,11395,0
LABORATORIO CLINICO ZORIMAR,MANUEL FERNANDEZ JUNCOS B7,CAROLINA,PR,00985,8097575225,40D0667305,REFERENCE,independent,21076,0
LABORATORIO CLINICO LILLIAN,85 AVE UNIVERSIDAD INTERAMERICANA,SAN GERMAN,PR,00683,7878924651,40D0667350,REFERENCE,independent,7556,0
LABORATORIO CLINICO ENSENADENO,"J9 COM EL BATEY, BO ENSENADA",ENSENADA,PR,00647,8098213008,40D0667456,REFERENCE,independent,22990,0
LABORATORIO CLINICO GUANICA,CALLE SAN MIGUEL # 42,GUANICA,PR,00653,8098212350,40D0667457,REFERENCE,independent,5028,0
"COREPLUS SERVICIOS CLINICOS Y PATOLOGICOS, LLC",MICHELLE PLAZA 1212 CALLE ACACIA SUITE 102,PONCE,PR,00716,7872597171,40D0667558,REFERENCE,independent,18711,0
QUEST DIAGNOSTICS,CALLE DON CHEMARY 85,MOCA,PR,00676,7873002990,40D0667559,REFERENCE,independent,40900,0
LABORATORIO CLINICO ISLA CENTRO- BARRANQUITAS,17 CALLE MUNOZ RIVERA,BARRANQUITAS,PR,00794,7878572246,40D0667627,REFERENCE,independent,8563,0
"LABORATORIO CLINICO SANDON, INC",CALLE BERTOLY 12,PONCE,PR,00733,7878444655,40D0667635,REFERENCE,independent,44254,0
LABORATORIO CLINICO BORINQUEN - VILLA BLANCA,URB VILLA BLANCA PR 1 KM 38 9 BO BAIROA,CAGUAS,PR,00725,7877430330,40D0667748,REFERENCE,independent,38400,0
PR CLINICAL REFERENCE LABORATORY,JOSE J ACOSTA 46,VEGA BAJA,PR,00693,7879667108,40D0667819,REFERENCE,independent,10630,0
INNOVA LAB,MATTEI LLUBERAS #54,YAUCO,PR,00698,7878564005,40D0667892,REFERENCE,independent,3535,0
LABORATORIO CLINICO PUERTO NUEVO,1026 ROOSEVELT AVENUE,SAN JUAN,PR,00920,7877838898,40D0668124,REFERENCE,independent,6970,0
CDT-CENTRO DE SALUD MARIANO RIVERA RAMOS,174 LUIS BARRERAS ST,CAYEY,PR,00736,7877383011,40D0668343,REFERENCE,independent,135026,0
LABORATORIO CLINICO BAYANEY,AVENIDA SAN CARLOS # 10,AGUADILLA,PR,00603,7878913737,40D0668352,REFERENCE,independent,2954,0
LABORATORIO CLINICO OROCOVIS,CALLE PEDRO ARROYO #4 B,OROCOVIS,PR,00720,7878672907,40D0668960,REFERENCE,independent,18920,0
LABORATORIO CLINICO MOROVIS,CALLE DEL CARMEN # 20,MOROVIS,PR,00687,7878620500,40D0668987,REFERENCE,independent,8641,0
LABORATORIO CLINICO KAMIL,3025 BUENOS AIRES STE 1 BDA BELGICA,PONCE,PR,00717,7879878396,40D0669349,REFERENCE,independent,7245,0
LABORATORIO CLINICO LOMAR,CALLE PALMER 16,CIALES,PR,00638,7878711205,40D0669486,REFERENCE,independent,19144,0
LABORATORIO CLINICO MARTIN,"CALLE F , NUM 121, ESQ AVE BETANCES,",BAYAMON,PR,00959,7877808000,40D0669529,REFERENCE,independent,25824,0
LAB CLINICO CLETS INST OF HEALTH LABS,HOSPITAL DE TRAUMA CENTRO MEDICO,SAN JUAN,PR,00921,7877652929,40D0669618,REFERENCE,public_health_lab,2553,0
LABORATORIO CLINICO MANUED,CALLE DOLORES CABRERA ALONSO 56-ESTE,HUMACAO,PR,00792,7878520243,40D0669862,REFERENCE,independent,14384,0
LAB CLINICO BACTERIOLOGICO CARIBBEAN INC,"URB SANTA ROSA, AVE MAIN , BLOQUE 40-41",BAYAMON,PR,00959,7877982355,40D0670332,REFERENCE,independent,6047,0
"LABORATORIO CLINICO J RODRIGUEZ, LLC",23 CALLE FRANCISCO MARRERO QUINONES,SABANA GRANDE,PR,00637,7878732721,40D0670351,REFERENCE,independent,17400,0
LABORATORIO CLINICO FLORES,CALLE COMERCIO #14,MOROVIS,PR,00687,8098624230,40D0670594,REFERENCE,independent,21636,0
LABORATORIO CLINICO DEL CENTRO,53 RAMON TORRES STREET,FLORIDA,PR,00650,7878222414,40D0670595,REFERENCE,independent,54764,0
LABORATORIO CLINICO JARDINES CORP,"BE-5 AVE GALICIA , JARDINES DE COUNTRY CLUB",CAROLINA,PR,00983,7877524010,40D0670646,REFERENCE,independent,14083,0
LABORATORIO CLINICO MONTEMAR II,AVE LAS PALMAS 22,BARCELONETA,PR,00617,7878466210,40D0670708,REFERENCE,independent,10117,0
LABORATORIO CLINICO MODELO,BARBOSA STREET #170,CATANO,PR,00962,7877881428,40D0670892,REFERENCE,independent,15128,0
LABORATORIO CLINICO PLAZA RIO HONDO,PLAZA RIO HONDO LOCAL 3 R SUITE 201,BAYAMON,PR,00961,7872612270,40D0670893,REFERENCE,independent,11900,0
LABORATORIO CLINICO LA GUADALUPE,CALLE CONCORDIA NUM 8182,PONCE,PR,00732,7878480346,40D0670943,REFERENCE,independent,1546,0
LABORATORIO CLINICO VAN SCOY,AVE DON PELAYO AA-4     HACIENDA DEL NORTE,TOA BAJA,PR,00949,7872510138,40D0671002,REFERENCE,independent,30208,0
CENTRO SERVICIOS MEDICOS LEVITTOWN,LIZZIE GRAHAM HF 16 ESQ AVE SABANA SECA,TOA BAJA,PR,00949,7877952935,40D0671069,REFERENCE,independent,24883,0
LAB CLINICO EL SENORIAL INC,AVE WINSTON CHURCHILL #180,RIO PIEDRAS,PR,00926,7877517028,40D0671135,REFERENCE,independent,11752,0
"LABORATORIO CLINICO EL VIVI, INC",53 BETANCES ST,UTUADO,PR,00641,7878942270,40D0671544,REFERENCE,independent,4960,0
LABORATORIO CLINICO DR BASORA,DR BASORA NO 24 N,MAYAGUEZ,PR,00680,8098334065,40D0671654,REFERENCE,independent,11772,0
LABORATORIO CLINICO BORINQUEN QUADRANGLE,QUADRANGLE MEDICAL CENTER AVE LUIS MUNOZ MARIN,CAGUAS,PR,00725,7877432320,40D0671731,REFERENCE,independent,9200,0
LABORATORIO CLINICO LEVITTOWN,LEALTAD S 15 LEVITTOWN STATION,TOA BAJA,PR,00950,7877840813,40D0671732,REFERENCE,independent,26669,0
LABORATORIO CLINICO ALFECIZA,"CARR 149, #44 BARRIADA BORINQUEN",VILLALBA,PR,00766,7878470260,40D0672624,REFERENCE,independent,24409,0
LABORATORIO CLINICO IRIZARRY GUASCH,51 ESTE CALLE DE DIEGO,MAYAGUEZ,PR,00681,7878330470,40D0672810,REFERENCE,independent,7536,0
LABORATORIO CLINICO VILLA ANA GURABO,CALLE SANTIAGO # 55 NORTE,GURABO,PR,00778,7877376042,40D0672860,REFERENCE,independent,15263,0
LABORATORIO CLINICO FERNANDO MONTILLA,401 FERNANDO MONTILLA STREET,SAN JUAN,PR,00918,7877654215,40D0672862,REFERENCE,independent,124098,0
LABORATORIO CLINICO GORDO,71 CARAZO ST,GUAYNABO,PR,00969,7877203643,40D0673285,REFERENCE,independent,1652,0
LABORATORIO CENTRAL DE LEVITTOWN CORP,AVE BOULEVARD CALLE LEALTAD W-9 LEVITTOWN LAKES,TOA BAJA,PR,00950,7877845004,40D0673356,REFERENCE,independent,77939,0
LABORATORIO CLINICO BORINQUEN,CALLE PAVIA FDEZ 612 ESQ AMERICA SALAS,SANTURCE,PR,00909,7877220226,40D0674134,REFERENCE,independent,9640,0
LABORATORIO CLINICO DE HOSTOS,URB MAYAGUEZ TERRACE,MAYAGUEZ,PR,00682,8092651375,40D0675242,REFERENCE,independent,3006,0
LABORATORIO CLINICO SOTO,BARBOSA 226,MOCA,PR,00676,7878778270,40D0675509,REFERENCE,independent,6288,0
LABORATORIO CLINICO CASTILLO,65 DE INFANTERIA # 42,ANASCO,PR,00610,7878262275,40D0675943,REFERENCE,independent,7600,0
LABORATORIO CLINICO COSTA SALUD-MOCA,205 CALLE JUAN SAN ANTONIO OFICINA #3,MOCA,PR,00676,7878778300,40D0676312,REFERENCE,independent,64153,0
LABORATORIO CLINICO RINCON'S PSC,CALLE MUNOZ RIVERA #53 OESTE,RINCON,PR,00677,7878234527,40D0676705,REFERENCE,independent,800,0
LABORATORIO CLINICO MANATI,MARGINAL B6 URB SAN SALVADOR,MANATI,PR,00674,7878845886,40D0676839,REFERENCE,independent,55616,0
LAB CLINICO LOPEZ RIVERA CSP,56 BALDORIOTY STREET,CAYEY,PR,00737,7877385314,40D0677750,REFERENCE,independent,25834,0
LABORATONO CLINICO SAN MARTIN,DE DIEGO 403,SAN JUAN,PR,00923,7877671216,40D0678283,REFERENCE,independent,11226,0
LABORATORIO CLINICO QUEBRADA,ROAD 455 KM 2 HM 2 BO QUEBRADA,CAMUY,PR,00627,7878985665,40D0680117,REFERENCE,independent,6089,0
LABORATORIO CLINICO LECORD,AVE DE LA CONSTITUCION 260 SUITE 1,SAN JUAN,PR,00901,7877220341,40D0682041,REFERENCE,independent,1250,0
LABORATORIO CLINICO REX,CALLE 1 A5 REXVILLE,BAYAMON,PR,00957,7877973365,40D0682233,REFERENCE,independent,11423,0
LABORATORIO CLINICO IRIZARRY GUASCH,AVE AGUSTIN RAMOS GARLERO ESQ CALLE JESUS T PINERO,ISABELA,PR,00662,7878722165,40D0682782,REFERENCE,independent,21262,0
"LABORATORIO CLINICO AVANZADO EMMANUEL, INC",CALLE PALMER #58,TOA ALTA,PR,00953,7878702467,40D0684519,REFERENCE,independent,9304,0
LABORATORIO AVANZADO EMMANUEL,CALLE PALMER #41,CIALES,PR,00638,7878714255,40D0684552,REFERENCE,independent,9650,0
QUEST DIAGNOSTICS LABORATORIO ANALISIS CLINICO,CARR # 2 KM 11 HM 8 EDIFICIO FEDERAL,BAYAMON,PR,00960,7877878892,40D0685119,REFERENCE,independent,2796,0
LAB CLINICO BAYAMON,CALLE PARQUE ESQ ROSSI LOCAL 4,BAYAMON,PR,00960,7877804150,40D0689663,REFERENCE,independent,66250,0
LABORATORIO CLINICO IRIZARRY GUASH,CALLE ESTACION #56,AGUADA,PR,00602,7878687095,40D0689954,REFERENCE,independent,9348,0
LABORATORIO CLINICO REFERENCIA CIMA,CALLE SATURNINO RODRIGUEZ #7,YABUCOA,PR,00767,7878935544,40D0690738,REFERENCE,independent,4000,0
LABORATORIO CLINICO DY-MATOS,C 25 CALLE MARGINAL EXTENSION FORREST HILLS,BAYAMON,PR,00959,7877864589,40D0691286,REFERENCE,independent,7665,0
LABORATORIO CLINICO PLATZER INC,SUITE 404 TORRE PLAZA LAS AMERICAS,HATO REY,PR,00918,7877531015,40D0691287,REFERENCE,independent,73038,0
LABORATORIO CLINICO TOA ALTA,CALLE MUNOZ RIVERA VILLA AMPARO 2,TOA ALTA,PR,00953,7878703208,40D0691923,REFERENCE,independent,7845,0
LABORATORIO CLINICO TINTILLO,AVE BUEN SAMARITANO #12 A BO J DOMINGO,GUAYNABO,PR,00966,7877835686,40D0693037,REFERENCE,independent,4110,0
"LABORATORIO  GARCIA, CORPORATION",CALLE 65 INFANTERIA #67,ANASCO,PR,00610,7878262360,40D0693411,REFERENCE,independent,8225,0
LAB CLINICO CAMPO RICO,AVE CAMPO RICO 929 COUNTRY CLUB RP PR,SAN JUAN,PR,00924,7877620655,40D0693615,REFERENCE,independent,5292,0
LABORATORIO CLINICO ALMENDROS,CALLE CEIBA CC 35 RIO HONDO III,BAYAMON,PR,00961,7877851233,40D0694053,REFERENCE,independent,30231,0
LABORATORIO CLINICO VILLA ANA NAGUABO,CALLE GARZOT 21,NAGUABO,PR,00718,7878743999,40D0694100,REFERENCE,independent,9115,0
LABORATORIO CLINICO MIGRANT MEDICO IV,"CALLE DR BASORA 55, MEDICO IV, OFICINA 106",MAYAGUEZ,PR,00680,7878325040,40D0694233,REFERENCE,independent,8646,0
LABORATORIO CLINICO SAN CRISTOBAL,PLAZA SAN CRISTOBAL 2 NDO NIVEL  CARR 156 KM 17 H1,BARRANQUITAS,PR,00794,7878577777,40D0696769,REFERENCE,independent,12534,0
LABORATORIO CLINICO CIUDAD UNIVERSITARIA,CALLE AA N-16 CIUDAD UNIVERSITARIA,TRUJILLO ALTO,PR,00976,7877552697,40D0697545,REFERENCE,independent,50415,0
LABORATORIO  EXPRESO TRUJILLO ALTO,CALLE  FRONTERAS G-I-B VILLA ANDALUCIA,RIO PIEDRAS,PR,00926,8097482580,40D0697546,REFERENCE,independent,32856,0
LABORATORIO CLINICO CHEGAR,GARCIA DE LA NOCEDA B27 VILLAS DE RIO GRANDE,RIO GRANDE,PR,00745,7878873394,40D0697955,REFERENCE,other,407019,0
LABORATORIO CLINICO ESMERALDA,ESMERALDA 207 PONCE DE LEON-URB,GUAYNABO,PR,00969,7877206943,40D0698114,REFERENCE,independent,43285,0
LABORATORIO  CLINICO HNOS MIKASOBE,C BETANCES ST 68,CANOVANAS,PR,00729,7878763697,40D0698569,REFERENCE,independent,11566,0
LABORATORIO CLINICO COUNTRY CLUB,AVE CAMPO RICO NUM 758 COUNTRY CLUB,SAN JUAN,PR,00924,7877500510,40D0699932,REFERENCE,independent,92213,0
LABORATORIO CLINICO RIO GRANDE,BDA LAS FLORES NO 23,RIO GRANDE,PR,00745,7878878981,40D0701757,REFERENCE,independent,9962,0
LABORATORIO CLINICO OCCIDENTAL,CALLE COLON 162,AGUADA,PR,00602,7878686080,40D0702100,REFERENCE,independent,12440,0
"LABORATORIO CLINICO SERHANT,INC",CALLE CONCORDIA 8011,PONCE,PR,00717,7878435870,40D0702776,REFERENCE,independent,37186,0
LABORATORIO CLINICO FAMILIAR INC,AVE SAN PATRICIO #862 LAS LOMAS,RIO PIEDRAS,PR,00921,7872730335,40D0704459,REFERENCE,independent,5268,0
LABORATORIO CLINICO MANATI II,MGS BUILDING LOCAL NUM 101 URB FLAMBOYAN,MANATI,PR,00674,7878545660,40D0704460,REFERENCE,independent,15089,0
LABORATORIO CLINICO ALTURAS,"CARR 670, KM9 HM2, BO ALGARROBO",VEGA BAJA,PR,00693,7878550756,40D0705371,REFERENCE,independent,40297,0
LABORATORIO CLINICO SANTANA,CALLE 25 DE JULIO #45,GUANICA,PR,00653,7878212610,40D0705731,REFERENCE,independent,16491,0
LABORATORIO CLINICO Y BACTERIOLOGICO  NAZARRY,PLAZA DEL VALLE SUITE 006,LAJAS,PR,00667,7878991483,40D0706371,REFERENCE,independent,96348,0
