name,city,state,zip,clia,domain,error
PATHOLOGISTS' LABORATORY PC,LEBANON,TN,37087,44D0658995,plpcpath.com,
"CSL PLASMA, INC",CHATTANOOGA,TN,37407,44D0310207,cslplasma.com,
TENNESSEE DEPARTMENT OF HEALTH,NASHVILLE,TN,37243,44D0659062,tn.gov,
"CONSOLIDATED NUCLEAR SECURITY, LLC",OAK RIDGE,TN,37830,44D0667228,cns-llc.us,
WEST TENNESSEE REGIONAL BLOOD CENTER,JACKSON,TN,38305,44D0668111,lifelinebloodserv.org,
MEHARRY SICKLE CELL CENTER LABORATORY,NASHVILLE,TN,37208,44D0859560,home.mmc.edu,
CSL PLASMA INC,KNOXVILLE,TN,37932,44D0670222,cslplasma.com,
MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN,37604,44D1105273,balladhealth.org,
UNIVERSITY OF TENNESSEE COLLEGE OF DENTISTRY,MEMPHIS,TN,38163,44D0976823,uthsc.edu,
"CSL PLASMA, INC",MEMPHIS,TN,38111,44D0868530,cslplasma.com,
"ADVANCED BREATH DIAGNOSTICS, LLC",BRENTWOOD,TN,37027,44D0940011,cairndiagnostics.com,
KNOXVILLE REGIONAL LABORATORY,KNOXVILLE,TN,37920,44D0659252,tn.gov,
"DIAGNOSTIC PATHOLOGY SERVICES, PC",CHATTANOOGA,TN,37404,44D2055320,diagnosticpathologyservices.com,
CREATIVE TESTING SOLUTIONS,MEMPHIS,TN,38134,44D1022793,mycts.org,
"JACKSON CLINIC, PA - INNOVATION PARK, THE",JACKSON,TN,38305,44D2025887,jacksonclinic.com,
BIOLIFE PLASMA SERVICES LP,MOUNT JULIET,TN,37122,44D2134990,biolifeplasma.com,
ACCUPATH DIAGNOSTIC LABORATORIES INC,CENTERVILLE,TN,37033,44D2216543,acupath.com,
"ASSOCIATED PATHOLOGISTS, LLC",SMYRNA,TN,37167,44D2141683,associated-pathologists.com,
BIOLIFE PLASMA SERVICES LP,CORDOVA,TN,38016,44D2144395,biolifeplasma.com,
DAXOR CORPORATION,OAK RIDGE,TN,37830,44D2159185,daxor.com,
"CSL PLASMA, INC",MADISON,TN,37115,44D2036555,cslplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,MC KENZIE,TN,38201,44D2137534,labcorp.com,
"ASSOCIATED PATHOLOGISTS, LLC",NASHVILLE,TN,37211,44D2141666,associated-pathologists.com,
"ASSOCIATED PATHOLOGISTS, LLC",MEMPHIS,TN,38134,44D2243577,associated-pathologists.com,
"ASSOCIATED PATHOLOGISTS, LLC",GALLATIN,TN,37066,44D2141098,associated-pathologists.com,
"ASSOCIATED PATHOLOGISTS, LLC DBA PATHGROUP (KIP)",NASHVILLE,TN,37211,44D2309613,pathgroup.com,
"EAST TENNESSEE PATHOLOGY, PLLC DBA EAST TENNESSEE",KNOXVILLE,TN,37934,44D2281424,easttnpathology.com,
"EAST TENNESSEE PATHOLOGY, PLLC DBA EAST TENNESSEE",POWELL,TN,37849,44D2281425,easttnpathology.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,TRENTON,TN,38382,44D2153232,locations.labcorp.com,
VANDERBILT DERMATOPATHOLOGY,NASHVILLE,TN,37204,44D2280179,vanderbilthealth.com,
"ASSOCIATED PATHOLOGISTS, LLC",FRANKLIN,TN,37067,44D2141095,associated-pathologists.com,
CLINICAL PATHOLOGY ASSOCIATES,ABILENE,TX,79601,45D0508312,clinicalpathologyassociates.com,
"NEW DAY DIAGNOSTICS, LLC",KNOXVILLE,TN,37920,44D2184836,newdaydiagnostics.com,
"INNOVATIVE PATHOLOGY SERVICES, PLLC",KNOXVILLE,TN,37923,44D2292138,innovativepathologyservices.org,
AMERIPATH LUBBOCK 501(A),ARLINGTON,TX,76012,45D0484493,ameripath.com,
CSL PLASMA INC,SAN ANTONIO,TX,78227,45D0669924,cslplasma.com,
"CSL PLASMA, INC",SAN ANTONIO,TX,78201,45D0670035,cslplasma.com,
SAN ANTONIO METROPOLITAN HLTH DIST LAB,SAN ANTONIO,TX,78223,45D0660409,sa.gov,
CITY OF LUBBOCK HEALTH DEPT LABORATORY,LUBBOCK,TX,79412,45D0660728,ci.lubbock.tx.us,
MISSION PEDIATRIC CENTER,MISSION,TX,78572,45D0503810,valleypediatricclinic.com,
PATHOLOGY ASSOCS OF NORTH TEXAS PA,WICHITA FALLS,TX,76301,45D0659922,txpathology.com,
CHRONETYX LLC,MEMPHIS,TN,38125,44D2293926,chronetyx.com,
"CSL PLASMA, INC",DALLAS,TX,75217,45D0672155,cslplasma.com,
LABCORP,HOUSTON,TX,77040,45D0674994,labcorp.com,
CORPUS CHRISTI NUECES COUNTY PUBLIC HEALTH LAB,CORPUS CHRISTI,TX,78416,45D0660522,corpuschristitx.gov,
TEXAS A&M ORAL PATHOLOGY SERVICES,DALLAS,TX,75246,45D0659611,dentistry.tamu.edu,
SPECTRACELL LABORATORIES INC,HOUSTON,TX,77072,45D0710715,spectracell.com,
SURGICAL PATHOLOGISTS OF DALLAS,DALLAS,TX,75203,45D0683439,spdallas.com,
ST JOSEPH DERMATOPATHOLOGY,HOUSTON,TX,77030,45D0858722,sjdermpath.com,
CSL PLASMA INC,CORPUS CHRISTI,TX,78415,45D0862927,cslplasma.com,
CITY OF LAREDO HEALTH DEPARTMENT,LAREDO,TX,78040,45D0892806,cityoflaredo.com,
"CSL PLASMA, INC",FORT WORTH,TX,76115,45D0485689,cslplasma.com,
BIOLIFE PLASMA SERVICES,AUSTIN,TX,78728,45D0893092,biolifeplasma.com,
C G LABORATORIES INC,GRANBURY,TX,76048,45D0954953,cg-labs.com,
LABORATORY CORPORATION OF AMERICA,WICHITA FALLS,TX,76310,45D0955169,locations.labcorp.com,
PROPATH SERVICES LLC,BEDFORD,TX,76022,45D0959387,propath.com,
PROPATH SERVICES,FORT WORTH,TX,76132,45D0959391,propath.com,
ABILENE-TAYLOR COUNTY PUBLIC HEALTH,ABILENE,TX,79601,45D0900079,abilenetx.gov,
ALL CHILDREN'S PEDIATRIC CLINIC P A,MCALLEN,TX,78504,45D0994691,mcallencc.com,
MATTISON PATHOLOGY,LUBBOCK,TX,79416,45D1015603,averodx.com,
AMERIPATH AT BAYLOR SURGICARE AT NORTH DALLAS,DALLAS,TX,75251,45D0934652,ameripath.com,
Q MED LABORATORY LLC,EL PASO,TX,79936,45D1081814,qmedlaboratory.com,
DERMSURGERY ASSOCIATES,KATY,TX,77493,45D1064576,dermsurgery.org,
WESTLAKE DERMATOLOGY AND COSMETIC SURGERY,AUSTIN,TX,78746,45D1037562,westlakedermatology.com,
OCULUS PATHOLOGY NORTH EAST BAPTIST PATHOLOGY,SAN ANTONIO,TX,78217,45D2007457,thinkoculus.com,
"PROPATH ASSOCIATES, PLLC",BEDFORD,TX,76022,45D1100300,propath.com,
CORINTHIAN REFERENCE LAB,BENBROOK,TX,76132,45D2020658,corinthianreferencelab.com,
OCULUS PATHOLOGY MISSION TRAIL BAPTIST,SAN ANTONIO,TX,78235,45D2007460,thinkoculus.com,
OCULUS PATHOLOGY BAPTIST NORTH CENTRAL,SAN ANTONIO,TX,78258,45D2007462,thinkoculus.com,
AMERIPATH AT CARROLLTON REGIONAL MEDICAL,CARROLLTON,TX,75010,45D1093524,ameripath.com,
CREATIVE TESTING SOLUTIONS,SAN MARCOS,TX,78666,45D2025792,mycts.org,
"CSL PLASMA, INC",DALLAS,TX,75216,45D2039711,cslplasma.com,
OCULUS PATHOLOGY,AUSTIN,TX,78705,45D2021404,thinkoculus.com,
PRISM PATHOLOGY LLC,DALLAS,TX,75203,45D2027814,prismpathology.com,
UT PHYSICIANS-BELLAIRE DERMPATH LAB,BELLAIRE,TX,77401,45D2000791,utphysicians.com,
"PATHOLOGIST BIO-MEDICAL LABORATORIES, PLLC",DALLAS,TX,75246,45D2023046,pbmlabs.com,
DALLAS FERTILITY CENTER- SOUTHLAKE,SOUTHLAKE,TX,76092,45D2064554,dallasfertility.com,
ADG HOUSTON PATH PLLC,HOUSTON,TX,77054,45D2080454,adgpath.com,
"PRECISE PATHOLOGY ASSOCIATES, PLLC",THE WOODLANDS,TX,77382,45D2012057,precisepathology.com,
"COCKERELL DERMATOPATHOLOGY, PA",DALLAS,TX,75235,45D2057348,dermpath.com,
SAN ANTONIO METROPLITAN HEALTH DISTRICT LRN LAB,SAN ANTONIO,TX,78235,45D2071722,sanantonio.gov,
STAT LABORATORY,EL PASO,TX,79905,45D2108488,statlabstx.com,
OCULUS PATHOLOGY RESOLUTE HOSPITAL,NEW BRAUNFELS,TX,78130,45D2080242,resolutehealth.com,
"CSL PLASMA, INC",HARLINGEN,TX,78550,45D2125848,cslplasma.com,
TEXAS DIGESTIVE SPECIALISTS,HARLINGEN,TX,78550,45D2119427,gastrosouthtexas.com,
LABORATORY CORPORATION OF AMERICA,DECATUR,TX,76234,45D2129433,locations.labcorp.com,
COCKERELL DERMATOPHATOLOGY PA,HOUSTON,TX,77030,45D2095015,dermpath.com,
AMERIPATH LUBBOCK 501(A),FORT WORTH,TX,76104,45D2104445,ameripath.com,
BIOLIFE PLASMA SERVICES LP,HOUSTON,TX,77065,45D2137288,biolifeplasma.com,
"BIOLIFE PLASMA SERVICES, LP",BURLESON,TX,76028,45D2132488,biolifeplasma.com,
"PROPATH ASSOCIATES, PLLC",FORT WORTH,TX,76104,45D2134889,propath.com,
BIOLIFE PLASMA SERVICES LP,HOUSTON,TX,77082,45D2137290,biolifeplasma.com,
"CSL PLASMA, INC",EL PASO,TX,79907,45D2159592,cslplasma.com,
OCULUS PATHOLOGY ST DAVID'S ROUND ROCK HOSPITAL,ROUND ROCK,TX,78681,45D2157578,stdavids.com,
OCULUS PATHOLOGY ST DAVID'S HOSPITAL,AUSTIN,TX,78705,45D2155892,thinkoculus.com,
"CSL PLASMA, INC",MCALLEN,TX,78503,45D2163312,cslplasma.com,
OCULUS PATHOLOGY GUADALUPE REGIONAL,SEGUIN,TX,78155,45D2184928,grmedcenter.com,
QUEST DIAGNOSTICS CLEAR LAKE RRL,WEBSTER,TX,77598,45D2169021,questdiagnostics.com,
EXPERT PATHOLOGY CONSULTATION SERVICES,CARROLLTON,TX,75006,45D2177874,expertpathologyconsultationservices.com,
ADVANCED PATHOLOGY INSTITUTE,DALLAS,TX,75244,45D2236404,advancedpathologyassociates.com,
IMMUNOGENOMICS LLC,SUGAR LAND,TX,77478,45D2187903,immunogeno.com,
"CSL PLASMA, INC",AMARILLO,TX,79109,45D2175677,cslplasma.com,
"ELISABETH BROCKIE, DO",DALLAS,TX,75229,45D2255982,,
"CSL PLASMA, INC - EL PASO 279",EL PASO,TX,79932,45D2172786,cslplasma.com,
"CONCORD LIFE SCIENCES, LLC",AUSTIN,TX,78757,45D2276348,concordlifesciences.com,
"BIOLIFE PLASMA SERVICES, LP",DALLAS,TX,75248,45D2257350,biolifeplasma.com,
HERISTAR HEALTH LLC,MISSOURI CITY,TX,77459,45D2270409,heristar.com,
"SAGIS, PLLC",FLOWER MOUND,TX,75028,45D2286014,sagisdx.com,
"VITALOGY SKINCARE, DBA LAKEWAY, TX",LAKEWAY,TX,78738,45D2245266,vitalogyskincare.com,
"BIOLIFE PLASMA SERVICES, LP",IRVING,TX,75062,45D2275843,biolifeplasma.com,
"ACIES TX, LLC",BOERNE,TX,78006,45D2277321,acies.consulting,
"PRECISION LABORATORY SERVICES, LLC",SPRING,TX,77382,45D2278987,precisionlabllc.com,
TRIAS PATHOLOGY DIAGNOSTICS,HOUSTON,TX,77027,45D2278079,triasdx.com,
OCULUS PATHOLOGY CENTRAL PARK SURGERY FROZEN ROOM,AUSTIN,TX,78705,45D2279052,thinkoculus.com,
PATHOLOGY REFERENCE LABORATORY WEST,EL PASO,TX,79936,45D2286097,pathreflab.com,
OCULUS PATHOLOGY BAILEY SQUARE FROZEN ROOM,AUSTIN,TX,78705,45D2280099,thinkoculus.com,
"SOZO DX, LLC",ROCKWALL,TX,75087,45D2284894,sozodx.com,
CALLONDOC,DALLAS,TX,75235,45D2287784,callondoc.com,
OCULUS PATHOLOGY LAKE GRANBURY MEDICAL,GRANBURY,TX,76048,45D2308658,lakegranburymedicalcenter.com,
ABDA LABS LLC,AUSTIN,TX,78754,45D2301956,abdalabs.com,
LABWORX NORTHEAST LLC,TYLER,TX,75703,45D2319557,labworxllc.com,
CEDAR DIAGNOSTICS,CEDAR PARK,TX,78613,45D2303412,cedarsdiagnostics.com,
VRL SAN ANTONIO LLC,SAN ANTONIO,TX,78229,45D2312303,vrlsat.com,
"LABWORX SOUTH, LLC",TYLER,TX,75703,45D2323477,southtexaslabs.com,
LUCIDDX LABS,IRVING,TX,75038,45D2310485,luciddx.com,
"LABWORX MIDWEST, LLC",TYLER,TX,75703,45D2323478,labworxllc.com,
"BIOGENIX DIAGNOSTICS, LLC",SPRING,TX,77388,45D2320018,biogenix-diagnostics.com,
DERMSURGERY DERMATOPATHOLOGY,BELLAIRE,TX,77401,45D2319628,dermsurgery.org,
UTAH PUBLIC HEALTH LABORATORY,TAYLORSVILLE,UT,84129,46D0660877,uphl.utah.gov,
PATHOLOGY ASSOCIATES OF SAN ANTONIO,SAN ANTONIO,TX,78229,45D2319885,pathology-associates.com,
INTERMOUNTAIN HEALTH LIFE FLIGHT,SALT LAKE CITY,UT,84113,46D0959710,intermountainhealthcare.org,
SKIN PATHOLOGY CONSULTANTS OF UTAH PC,MURRAY,UT,84107,46D0523887,merchantcircle.com,
OCULUS PATHOLOGY WESTOVER HILLS,SAN ANTONIO,TX,78251,45D2308917,thinkoculus.com,
CSL PLASMA INC - SALT LAKE CITY,SALT LAKE CITY,UT,84115,46D0862929,cslplasma.com,
BIOLIFE PLASMA SERVICES LP,ST GEORGE,UT,84790,46D1083126,biolifeplasma.com,
WOMEN'S & MEN'S HEALTH SERVICES OF THE COASTAL,CORPUS CHRISTI,TX,78415,45D2333663,wamhs.org,
"BIOLIFE PLASMA SERVICES, LP",SAINT GEORGE,UT,84770,46D2084284,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,RIVERTON,UT,84065,46D2102388,biolifeplasma.com,
"PATHOLOGY SERVICES, PC",ST GEORGE,UT,84790,46D2146634,utahpathology.com,
SOFTCELL L-FORM LABORATORIES LLC,ST GEORGE,UT,84770,46D2181769,softcelllaboratories.com,
CLINICAL CONSULTANTS LLC,WEST JORDAN,UT,84084,46D2173983,clinicalconsultants.org,
"PATHOLOGY SERVICES, PC",MURRAY,UT,84123,46D2197346,utahpathology.com,
BIOLIFE PLASMA SERVICES LP,AMERICAN FORK,UT,84003,46D2100376,biolifeplasma.com,
ASSOCIATES OF PATHOLOGY,OGDEN,UT,84405,46D2270825,associatesofpathology.com,
"INHERENT BIOSCIENCES, INC",SALT LAKE CITY,UT,84101,46D2239162,inherentbio.com,
ROCKY MOUNTAIN LABORATORIES,DRAPER,UT,84020,46D2257034,rockylabs.com,
BIOLIFE PLASMA SERVICES LP,OGDEN,UT,84404,46D2239239,biolifeplasma.com,
CALCULI REFERENCE LABORATORY INC,MECHANICSVILLE,VA,23116,49D0933730,calculilab.com,
ABO PLASMA- WEST VALLEY CITY,WEST VALLEY CITY,UT,84119,46D2297305,aboplasma.com,
VASECTOMY VERIFY LLC,COALVILLE,UT,84017,46D2297883,vasectomyverify.com,
CLINICAL LABORATORY INC,ST CROIX,VI,00820,48D0699866,stcroixlab.com,
"VERMONT DERMATOPATHOLOGY, LLC",SOUTH BURLINGTON,VT,05403,47D0986255,vermontdermatopathology.com,
VERMONT DEPT OF HEALTH LABORATORY,COLCHESTER,VT,05446,47D0660967,healthvermont.gov,
AEROMD,ST CROIX,VI,00820,48D2122646,aeromd.com,
PATIENT FIRST-BATTLEFIELD,CHESAPEAKE,VA,23320,49D0665313,patientfirst.com,
US VI TERRITORIAL PUBLIC HEALTH LABORATORY,CHRISTIANSTED,VI,00820,48D2179122,doh.vi.gov,
"LABCORP OF AMERICA, HOLDINGS",FREDERICKSBURG,VA,22405,49D1039185,locations.labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,SALEM,VA,24153,49D2093710,locations.labcorp.com,
LABCORP ASHBURN PSC,ASHBURN,VA,20147,49D2303441,locations.labcorp.com,
BURKHOLDER PUBLIC HEALTH LABORATORY,FAIRFAX,VA,22030,49D2210189,fairfaxcounty.gov,
LABORATORY CORPORATION OF AMERICA HOLDINGS,BLACKSBURG,VA,24060,49D2100611,labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,VIRGINIA BEACH,VA,23452,49D1044735,locations.labcorp.com,
"LABORATORY CORPORATION OF AMERICA, HOLDINGS",VIRGINIA BEACH,VA,23454,49D2132919,locations.labcorp.com,
ARLINGTON COUNTY FIRE DEPARTMENT,ARLINGTON,VA,22209,49D2140324,arlingtonva.us,
VERICARE LABORATORIES,RICHMOND,VA,23227,49D2316990,vericarelabs.com,
CSL PLASMA INC,HENRICO,VA,23228,49D2166676,cslplasma.com,
MULTICARE TOXICOLOGY LABORATORY,TUKWILA,WA,98168,50D2325997,testmenu.com,
VIRGINIA MASON FRANCISCAN HEALTH,BREMERTON,WA,98312,50D2318379,vmfh.org,
QUEST DIAGNOSTICS VANCOUVER CRL,VANCOUVER,WA,98664,50D2317774,locations.questdiagnostics.com,
QUEST DIAGNOSTICS INC,HENRICO,VA,23233,49D2319490,locations.questdiagnostics.com,
LIFENET HEALTH,VIRGINIA BEACH,VA,23453,49D0883917,lifenethealth.org,
LABCORP,YAKIMA,WA,98902,50D2326407,locations.labcorp.com,
INCYTE PATHOLOGY - RICHLAND BRANCH,RICHLAND,WA,99352,50D2335136,incytediagnostics.com,
INCYTE PATHOLOGY - TUKWILA BRANCH,TUKWILA,WA,98168,50D2335140,incdx.com,
VIRGINIA MASON FRANCISCAN HEALTH EMERGENCY &,PORT ORCHARD,WA,98366,50D2333889,euc.vmfh.org,
INCYTE PATHOLOGY - SPOKANE VALLEY BRANCH,SPOKANE VALLEY,WA,99216,50D2335139,incytepathology.com,
INCYTE PATHOLOGY - AUBURN MEDICAL CENTER BRANCH,AUBURN,WA,98001,50D2337475,incytepathology.com,
INCYTE PATHOLOGY - GOOD SAMARITAN HOSPITAL BRANCH,PUYALLUP,WA,98372,50D2337480,incytepathology.com,
SWISHER LAB FOR GYNECOLOGIC CANCER RESEARCH,SEATTLE,WA,98195,50D2336332,swisherlab.org,
BELMAR CARDIOPULMONARY DIAGNOSTICS CENTER,BELLEVUE,WA,98004,50D2338427,bcdctesting.com,
ST MARY'S MEDICAL CENTER HIMG,HUNTINGTON,WV,25705,51D0235176,uhswv.com,
CASCADE PATHOLOGY SERVICES - ALLENMORE,TACOMA,WA,98405,50D2339163,sonichealthcareusa.com,
CHARLESTON AREA MEDICAL CENTER CANCER CENTER,CHARLESTON,WV,25314,51D0877096,camc.org,
CASCADE PATHOLOGY SERVICES - TACOMA,TACOMA,WA,98405,50D2339267,sonichealthcareusa.com,
CSL PLASMA INC,PARKERSBURG,WV,26101,51D2125708,cslplasma.com,
WOMEN'S HEALTH CENTER OF WEST VIRGINIA,CHARLESTON,WV,25302,51D0234323,womenshealthwv.org,
"TELOSTRAND LABORATORY WV, LLC",RONCEVERTE,WV,24970,51D2289968,telostrand.com,
BIOLIFE PLASMA SERVICES LP,APPLETON,WI,54915,52D0676908,biolifeplasma.com,
MARSHALL HEALTH TEAYS VALLEY,SCOTT DEPOT,WV,25560,51D2126329,marshallhealth.org,
APPALACHIAN LABS OF WV,CHARLESTON,WV,25302,51D2160356,wvapplabs.com,
A2CL AURORA HEALTH CENTER - MENOMONEE FALLS,MENOMONEE FALLS,WI,53051,52D0388478,aurorahealthcare.org,
BELLIN HEALTH MARINETTE LABORATORY,MARINETTE,WI,54143,52D0394498,bellin.org,
GHC-SCW CAPITOL CLINIC,MADISON,WI,53703,52D0393663,ghcscw.com,
FMCCP- TOWN HALL HEALTH CENTER,MENOMONEE FALLS,WI,53051,52D0388485,froedtert.com,
A2CL AURORA HEALTH CENTER - GOOD HOPE RD,MILWAUKEE,WI,53209,52D0390360,aurorahealthcare.org,
A2CL AURORA HEALTH CENTER - MAYFAIR NORTH,WAUWATOSA,WI,53222,52D0391644,aurorahealthcare.org,
A2CL AURORA HEALTH CENTER - EDGERTON,MILWAUKEE,WI,53220,52D0665264,aurorahealthcare.org,
A2CL AURORA HEALTH CENTER - NEW BERLIN,NEW BERLIN,WI,53151,52D0880249,aurorahealthcare.org,
"CSL PLASMA, INC",BELOIT,WI,53511,52D0672101,cslplasma.com,
CITY OF MILWAUKEE STD CLINIC LABORATORY,MILWAUKEE,WI,53216,52D0860363,city.milwaukee.gov,
BIOLIFE PLASMA SERVICES LP,GREEN BAY,WI,54311,52D0901417,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,GREEN BAY,WI,54303,52D2060893,biolifeplasma.com,
COPPE LABORATORIES,WAUKESHA,WI,53186,52D0921062,coppelabs.com,
BIOLIFE PLASMA SERVICES LP,OSHKOSH,WI,54904,52D0921541,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,SHEBOYGAN,WI,53081,52D0953488,biolifeplasma.com,
AURORA HEALTH CARE METRO INC - RACINE,RACINE,WI,53406,52D0976606,aurorahealthcare.org,
MICROBIOLOGY RESEARCH LABORATORY,LA CROSSE,WI,54601,52D1019319,uwlax.edu,
FROEDTERT & THE MEDICAL COLLEGE OF WISCONSIN,WEST BEND,WI,53095,52D0678401,froedtert.com,
BIOLIFE PLASMA SERVICES LP,STEVENS POINT,WI,54482,52D0961971,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,JANESVILLE,WI,53546,52D0930815,biolifeplasma.com,
A2CL-AURORA HEALTH CENTER MANITOWOC COUNTY,TWO RIVERS,WI,54241,52D1021288,aurorahealthcare.org,
BIOLIFE PLASMA SERVICES LP,FOND DU LAC,WI,54935,52D1005039,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,APPLETON,WI,54913,52D1090494,biolifeplasma.com,
"CSL PLASMA, INC",SOUTH MILWAUKEE,WI,53172,52D2094125,cslplasma.com,
FMCCP TOSA HEALTH CENTER,WAUWATOSA,WI,53226,52D2133898,froedtert.com,
"CSL PLASMA, INC",MILWAUKEE,WI,53216,52D2235837,cslplasma.com,
BIOLIFE PLASMA SERVICES LP,WAUSAU,WI,54401,52D2098027,biolifeplasma.com,
SUMMIT PATHOLOGY,CASPER,WY,82601,53D2288216,summitpathology.com,
FROEDTERT & THE MEDICAL COLLEGE CP MEQUON,MEQUON,WI,53092,52D2135321,froedtert.com,
FMCCP NORTH HILLS HEALTH CENTER,MENOMONEE FALLS,WI,53051,52D2126465,froedtert.com,
WYOMING PUBLIC HEALTH LABORATORY,CHEYENNE,WY,82007,53D0662169,health.wyo.gov,
DIGESTIVE HEALTH ASSOCIATES PATHOLOGY LABORATORY,CHEYENNE,WY,82009,53D2112143,dhawy.com,
QUEST DIAGNOSTICS - MILWAUKEE RRL,MILWAUKEE,WI,53221,52D2188290,locations.questdiagnostics.com,
FROEDTERT & MCW MOORLAND RESERVE LABORATORY,NEW BERLIN,WI,53151,52D2066480,froedtert.com,
BIOLIFE PLASMA SERVICES LP,PEWAUKEE,WI,53072,52D2282345,,unknown
"UNILABS, COPENHAGEN AS",nan,FN,nan,99D2280741,,all keys exhausted
"DIAGNOSTIC LABORATORY SERVICES, INC - AMC-2",MANGILAO,GU,96913,65D2137459,,all keys exhausted
GENETICA,nan,FN,nan,99D2278470,,all keys exhausted
PACIFIC EDGE DIAGNOSTICS NEW ZEALAND LIMITED,nan,FN,nan,99D2064747,,all keys exhausted
AMERICAN SAMOA DEPT OF HEALTH CLINICAL LAB,PAGO PAGO,AS,96799,64D1048456,doh.as,
DIAGNOSTIC LABORATORY SERVICES - AMC-1,TAMUNING,GU,96913,65D2137458,,all keys exhausted
GUAM DEPT PUBLIC HLTH & SOC SVCS CENTRAL LAB,TAMUNING,GU,96913,65D0662216,dphss.guam.gov,
NUTRIPATH PATHOLOGY,nan,FN,nan,99D2282774,nutripath.com.au,
DIAGNOSTIC LABORATORY SERVICES INC - FHP,TAMUNING,GU,96913,65D0970478,dlslab.com,
DIAGNOSTIC LABORATORY SERVICES - SAIPAN,GARAPAN,MP,96950,66D0940277,dlslab.com,
"DIAGNOSTIC LAB SERVICES, INC - ITC",TAMUNING,GU,96913,65D0662219,dlslab.com,
SPOTITEARLY,nan,FN,nan,99D2307137,spotitearly.com,
JILAB INC,nan,FN,nan,99D2280565,jilab.fi,
EVE TECHNOLOGIES CORPORATION,nan,FN,nan,99D2283230,evetechnologies.com,
